image_id,mask_num,xmin,ymin,xmax,ymax
016e3b3613175a54,2,589,173,640,207
016e3b3613175a54,3,350,225,401,257
016e3b3613175a54,4,267,217,320,252
016e3b3613175a54,5,423,171,478,207
016eead5a0887551,1,205,135,285,186
016eead5a0887551,2,471,141,544,184
016eead5a0887551,3,357,138,435,186
016eead5a0887551,4,28,111,87,150
016eead5a0887551,5,66,29,107,57
016fa833bb6aa81b,1,264,334,314,366
0171272c104c5a4f,1,264,220,416,322
0172e9e24b8d97e1,1,372,439,506,525
0172e9e24b8d97e1,2,150,467,293,564
0172e9e24b8d97e1,3,514,291,667,407
017433b548a83854,1,301,242,337,267
017433b548a83854,2,422,206,454,228
017433b548a83854,3,294,173,325,195
017433b548a83854,4,389,148,416,167
017433b548a83854,5,162,157,197,182
0174996e5c8272a7,1,179,275,353,396
0174996e5c8272a7,2,391,197,607,364
0174c84fefcf42b1,1,252,170,324,219
0175c5dbc289783e,1,226,286,463,458
0178e24a337652ef,1,289,290,430,381
0179426514a9e53f,1,352,160,387,183
0179426514a9e53f,2,304,197,337,221
0179426514a9e53f,3,255,169,296,196
0179426514a9e53f,4,400,243,432,264
0179a367c7738c4b,1,155,171,395,350
017a0f28f335b366,1,289,235,537,399
017a6ec24aa02857,1,137,179,188,207
017a6ec24aa02857,2,357,184,403,214
017a6ec24aa02857,3,300,150,348,185
017a6ec24aa02857,4,664,163,709,192
017a6ec24aa02857,5,596,135,642,167
017a6ec24aa02857,6,50,180,102,213
017a6ec24aa02857,7,432,149,483,182
017a6ec24aa02857,8,561,225,607,253
017a6ec24aa02857,9,328,219,369,251
017a6ec24aa02857,10,103,127,147,159
017b440821ec1c42,1,342,239,445,314
017b4d2108c26df6,1,150,200,270,267
017b4d2108c26df6,2,738,332,801,378
017b88f00b27a3f0,1,612,158,726,235
017b88f00b27a3f0,2,87,223,242,314
017b88f00b27a3f0,3,327,167,445,253
017bc5e13f94a1fe,1,318,216,407,270
017c18b10247ec52,1,199,243,446,410
017c18b10247ec52,2,323,715,397,759
017c6d18e1e8ec89,1,113,189,278,298
017d663a1dc3ff71,1,217,127,279,176
017da1bdf12bf8f6,1,221,132,281,174
017da1bdf12bf8f6,2,136,147,202,192
017da1bdf12bf8f6,3,492,186,522,205
017da1bdf12bf8f6,4,521,121,588,168
017da1bdf12bf8f6,5,332,80,402,126
017da1bdf12bf8f6,6,704,160,740,182
017eb9b8935e83bc,1,542,260,622,310
017ee456e7cde157,1,293,262,423,355
017f307941715b34,1,496,182,545,207
017f77c365f7aab8,1,254,382,421,493
017fb613ef428890,1,286,258,440,349
01814329a5cf02ea,1,511,167,583,216
01814329a5cf02ea,2,148,112,239,175
01814329a5cf02ea,3,334,153,405,198
018180604f8317d4,1,327,48,362,74
018180604f8317d4,2,212,194,344,295
01830e7c926efbdf,1,393,128,434,155
01835328c398a6ef,1,574,157,665,235
0185beba79fda029,1,363,142,461,205
0185beba79fda029,2,575,121,667,185
0185beba79fda029,3,160,128,246,186
01861980c37d18db,1,435,181,478,214
01866224cfe84906,1,71,334,249,464
018678dcb78ad111,1,285,154,491,309
01877de0782c2def,1,210,171,305,234
0188b683dfacaacb,1,135,297,232,375
0188b683dfacaacb,2,353,245,449,313
0188b683dfacaacb,3,513,270,589,313
0188ec8e63673331,1,121,264,267,371
0188ec8e63673331,2,309,361,450,458
018a0ba541718e4d,1,65,203,175,274
018b29fc29f87e83,1,196,287,513,481
018b8791e504554c,1,603,178,748,267
018b8791e504554c,2,367,174,480,247
018c9853c3edee1a,1,181,196,257,246
018d05f280812f2c,1,94,117,160,167
018d0d8f39faf67b,1,153,306,279,388
018df9c149eec552,1,246,417,595,620
018eb6c94fe5964e,1,176,131,230,167
018eb6c94fe5964e,2,310,142,366,190
018eb6c94fe5964e,3,227,748,260,764
018f2ea1116d4d65,1,214,145,349,242
018f637cbab514b5,1,343,308,784,554
018fbec11085bc5e,1,322,129,373,167
018fbec11085bc5e,2,563,355,635,399
018fbec11085bc5e,3,140,308,201,348
018fbec11085bc5e,4,368,314,423,357
018fbec11085bc5e,5,760,308,795,330
0190244ec95b6730,1,500,125,594,196
019354126d193940,1,330,347,389,394
019354126d193940,2,198,382,260,426
019354126d193940,3,59,388,122,425
0193867cad44742c,1,233,267,417,405
0193daef0d587c2a,1,38,165,147,242
0193daef0d587c2a,2,235,79,341,144
0193daef0d587c2a,3,572,347,694,433
0193daef0d587c2a,4,275,366,392,432
0193daef0d587c2a,5,422,267,544,351
01963f9b9afeeedc,1,197,205,232,226
01963f9b9afeeedc,2,438,167,471,190
01963f9b9afeeedc,3,264,185,289,202
01963f9b9afeeedc,4,336,171,367,190
01963f9b9afeeedc,5,525,160,562,183
01963f9b9afeeedc,6,628,200,662,223
0197155659a7c357,1,327,253,629,475
0199667204375f07,1,223,181,266,210
0199667204375f07,2,352,178,395,210
0199667204375f07,3,517,107,561,136
0199bbd8f37992b9,1,260,235,457,385
019a1d9e8ab79a70,1,508,195,620,271
019a1d9e8ab79a70,2,225,157,329,224
019a523987eb4833,1,592,399,685,453
019a523987eb4833,2,282,277,382,350
019a523987eb4833,3,155,271,207,308
019a523987eb4833,4,474,296,546,343
019a523987eb4833,5,552,246,609,286
019a5f72c69c3316,1,420,157,541,239
019a61a9d5775f72,1,377,318,414,342
019a61a9d5775f72,2,306,312,337,338
019a61a9d5775f72,3,235,314,268,339
019a61a9d5775f72,4,154,291,188,316
019b23ab1c3c0976,1,138,381,376,532
019c1a2d8bb21df1,1,392,176,458,228
019cdad6b938c496,1,536,176,589,209
019ce36ace8cd58a,1,438,103,501,152
019ce36ace8cd58a,2,276,114,346,157
01a191ae3f0b20b7,1,267,117,342,171
01a191ae3f0b20b7,2,365,117,439,176
01a1cef3907c9357,1,462,192,513,223
01a21dec45401545,1,460,115,523,159
01a252d818b9968b,1,76,321,262,453
01a258d94374cf70,1,211,189,317,267
01a258d94374cf70,2,383,302,480,367
01a2c6b4e17b2ec3,1,342,163,435,228
01a2c6b4e17b2ec3,2,175,69,255,123
01a2c70d86a65913,1,112,204,251,292
01a2c70d86a65913,2,551,145,680,235
01a33b3029805042,1,278,202,355,247
01a33b3029805042,2,160,260,242,314
01a33b3029805042,3,537,189,597,228
01a33b3029805042,4,396,150,458,187
01a36d7e3b7f05ef,1,267,256,292,270
01a36d7e3b7f05ef,2,182,302,203,315
01a40d4aec2729a5,1,369,184,478,239
01a40d4aec2729a5,2,717,219,755,243
01a44d58ff1000ed,1,217,150,286,200
01a566430560ce1f,1,175,250,280,324
01a566430560ce1f,2,342,191,471,271
01a566430560ce1f,3,639,303,702,356
01a5e7e11fea3ef1,1,85,194,161,253
01a5e7e11fea3ef1,2,526,258,610,312
01a5e7e11fea3ef1,3,423,112,484,149
01a5f51009c54076,1,617,82,678,126
01a5f51009c54076,2,130,294,182,331
01a5f51009c54076,3,330,87,388,134
01a5f51009c54076,4,133,121,186,163
01a5f51009c54076,5,620,321,677,354
01a608e444e62d07,1,593,210,636,237
01a608e444e62d07,2,5,225,61,262
01a608e444e62d07,3,558,317,593,337
01a608e444e62d07,4,75,250,116,277
01a608e444e62d07,5,456,237,494,265
01a608e444e62d07,6,271,260,303,281
01a6f0feba7ebf1a,1,359,272,461,347
01a6f0feba7ebf1a,2,500,297,617,376
01a6f0feba7ebf1a,3,201,243,307,313
01a7c20b6acc2879,1,505,311,635,396
01a7c20b6acc2879,2,171,334,310,438
01a7cfc7c48f6376,1,328,176,378,207
01a7cfc7c48f6376,2,407,203,459,242
01a7f7d2bf63744d,1,340,117,418,173
01a80baa95d842cd,1,275,183,301,200
01a80baa95d842cd,2,475,328,510,350
01a80baa95d842cd,3,243,310,276,335
01a80baa95d842cd,4,214,289,244,310
01a80baa95d842cd,5,153,185,178,203
01a80baa95d842cd,6,146,315,179,338
01a80baa95d842cd,7,25,291,50,308
01a80baa95d842cd,8,310,332,348,355
01a80baa95d842cd,9,338,297,370,323
01a80baa95d842cd,10,525,291,546,307
01a80baa95d842cd,11,4,291,39,314
01a80baa95d842cd,12,415,276,439,293
01a865ae4297adb0,1,274,396,325,428
01a893be5432bd47,1,417,267,604,385
01a893be5432bd47,2,213,242,381,358
01a934aa95688905,1,216,416,581,682
01a9b8e991c340ec,1,131,207,170,228
01a9d2a40332c202,1,635,238,700,280
01a9d2a40332c202,2,137,169,215,225
01a9d2a40332c202,3,331,202,399,250
01a9d2a40332c202,4,493,209,547,246
01a9d2a40332c202,5,379,83,405,101
01a9d2a40332c202,6,659,65,681,78
01a9d2a40332c202,7,456,64,489,89
01aaa56f7ab9e0d4,1,185,224,232,253
01aac3ee1649efaf,1,21,309,43,325
01aac3ee1649efaf,2,510,314,528,328
01aac3ee1649efaf,3,589,320,609,334
01aac3ee1649efaf,4,225,328,249,342
01aac3ee1649efaf,5,403,335,424,349
01aac3ee1649efaf,6,760,335,779,350
01aac3ee1649efaf,7,678,325,698,340
01aac3ee1649efaf,8,143,326,163,339
01aafa99971d5e3f,1,162,172,186,190
01abe5b281fba187,1,620,105,744,174
01abe5b281fba187,2,514,126,628,196
01ac19eacb839c2c,1,210,346,389,464
01ac1f4df2f63ae9,1,370,567,408,594
01ad949f089ff658,1,308,171,353,204
01ad949f089ff658,2,220,166,265,200
01ad9eae5e7d05bb,1,76,430,475,706
01ae8019a2000b2d,1,426,135,454,155
01af47255ad5352a,1,540,322,639,396
01af47255ad5352a,2,435,168,534,235
01af47255ad5352a,3,291,449,517,593
01af94a000cb01cc,1,151,345,416,507
01b00957d98ca4e9,1,169,305,335,400
01b09ceccad9b234,1,423,263,502,311
01b1ecb4d54d69c9,1,453,138,540,193
01b1ecb4d54d69c9,2,263,100,352,162
01b311fd25275990,1,154,322,529,600
01b3681686871a98,1,220,248,282,289
01b3da54ffb158a0,1,356,282,479,366
01b3da54ffb158a0,2,171,163,203,184
01b4e24396bccd96,1,452,230,539,293
01b4e24396bccd96,2,313,266,391,323
01b4e24396bccd96,3,689,320,743,355
01b5d19d8ae11fb6,1,282,125,308,144
01b5d19d8ae11fb6,2,84,132,108,150
01b5d19d8ae11fb6,3,348,167,381,189
01b5d19d8ae11fb6,4,424,117,455,140
01b5d19d8ae11fb6,5,518,135,557,156
01b5d19d8ae11fb6,6,640,147,677,171
01b5d19d8ae11fb6,7,195,152,221,170
01b5eda83f0f6378,1,428,155,542,231
01b657a258d439bc,1,400,186,453,220
01b760d345802d48,1,109,220,304,382
01b760d345802d48,2,509,247,678,370
01b780affa6b7c5e,1,21,241,63,263
01b780affa6b7c5e,2,351,244,396,271
01b8415366bf4ec1,1,423,463,559,553
01b8bdf592953df6,1,307,150,406,216
01b9255e6899eacf,1,689,367,753,408
01b9255e6899eacf,2,562,358,640,425
01ba9b98388fa7a0,1,193,286,243,316
01bb155c71ed845a,1,581,181,611,202
01bb155c71ed845a,2,304,158,349,190
01bb155c71ed845a,3,406,179,442,204
01bbde1a7693a6fa,1,246,116,345,196
01bc1c2c5070f37f,1,534,151,641,232
01bc1c2c5070f37f,2,121,184,229,252
01bd460f7e39b24a,1,500,223,571,260
01bd460f7e39b24a,2,577,226,622,254
01bd460f7e39b24a,3,189,239,325,317
01bd5156f672706c,1,362,208,534,347
01bd682d2d9e5673,1,385,129,488,196
01bed224af38c13d,1,159,431,414,578
01bf34259e611b39,1,386,207,465,262
01bf34259e611b39,2,578,222,652,270
01bf34259e611b39,3,235,100,327,176
01bfd23dd9e69c10,1,196,337,239,373
01c04b1960c32ff3,1,331,182,441,258
01c04b1960c32ff3,2,453,191,558,258
01c04b1960c32ff3,3,43,410,72,431
01c04b1960c32ff3,4,748,377,772,398
01c10bd189c927dd,1,303,229,498,356
01c125197a31afb5,1,282,252,600,480
01c156e443dca228,1,327,202,389,243
01c156e443dca228,2,114,173,165,211
01c156e443dca228,3,255,174,305,224
01c156e443dca228,4,457,107,527,177
01c1bf9bccd6b72e,1,214,147,296,201
01c28af39ca4e11c,1,210,227,353,313
01c28b1b8d937d96,1,255,170,410,274
01c32e82f860391f,1,321,196,373,227
01c32e82f860391f,2,83,194,132,225
01c32e82f860391f,3,185,172,236,205
01c32e82f860391f,4,266,156,309,186
01c32e82f860391f,5,153,176,185,197
01c32e82f860391f,6,50,157,89,179
01c3c021493a3bf1,1,106,235,157,264
01c3c021493a3bf1,2,303,246,371,292
01c3e9ab7c091e35,1,360,238,391,260
01c5fc1b56dace92,1,539,96,621,147
01c6adf73a15ce8f,1,566,207,676,283
01c6adf73a15ce8f,2,376,273,526,369
01c702450091b328,1,146,160,241,207
01c915d20a8b10c3,1,211,146,335,236
01c9889a2b76f097,1,196,156,258,203
01ca298275914b4c,1,465,196,510,225
01cadf6752f9a6ba,1,183,238,391,372
01cba21ede0e8b64,1,473,189,575,250
01cc6700eba1ed0c,1,210,114,301,178
01cd96534bcf46bf,1,632,198,677,225
01cd96534bcf46bf,2,528,167,569,195
01cd96534bcf46bf,3,173,290,211,316
01cd96534bcf46bf,4,359,119,392,143
01cd96534bcf46bf,5,283,208,323,235
01cd96534bcf46bf,6,372,189,407,212
01cd96534bcf46bf,7,234,243,271,270
01cd96534bcf46bf,8,200,178,239,205
01cd96534bcf46bf,9,440,168,480,196
01cda36a302e3bc4,1,348,235,450,309
01cda36a302e3bc4,2,559,228,689,314
01cda36a302e3bc4,3,101,225,221,321
01cdb100a59470ed,1,50,309,141,367
01cdb100a59470ed,2,368,309,446,364
01cde177c49a0d15,1,705,90,800,162
01cf24ea16a737d9,1,110,270,306,382
01cf250ae8d1cb7c,1,342,279,432,341
01cf250ae8d1cb7c,2,223,149,291,192
01cf3aacb8489338,1,405,172,457,214
01d12106788b4679,1,558,233,635,285
01d12106788b4679,2,203,175,296,232
01d365c74eac166e,1,608,189,639,209
01d3f6ee605333f0,1,164,239,220,275
01d3f6ee605333f0,2,514,177,578,230
01d403c4a0599e1a,1,39,377,75,403
01d403c4a0599e1a,2,357,252,415,285
01d46638484e5be6,1,410,130,483,182
01d46638484e5be6,2,576,128,661,188
01d46638484e5be6,3,143,109,221,160
01d46638484e5be6,4,286,278,334,305
01d50f8979a9fe4f,1,443,214,550,290
01d50f8979a9fe4f,2,186,274,293,349
01d50f8979a9fe4f,3,30,199,53,211
01d523d09f4b6143,1,482,146,515,169
01d5bcea31d96889,1,245,456,311,500
01d5bcea31d96889,2,7,422,40,443
01d5bcea31d96889,3,43,452,71,471
01d5bcea31d96889,4,221,410,245,425
01d5c2a53e5ffac0,1,582,115,687,195
01d67c6f223705c6,1,421,111,496,156
01d6b8bae74791aa,1,400,91,450,125
01d6b8bae74791aa,2,0,95,40,121
01d6b8bae74791aa,3,69,116,112,142
01d7485a1da5125d,1,221,277,499,540
01d798bd35558614,1,271,171,353,229
01d798bd35558614,2,75,222,139,264
01d7c2b78d091f63,1,583,221,673,279
01d7d0f0ffd5d822,1,98,252,163,294
01d7d0f0ffd5d822,2,550,153,630,212
01d7d0f0ffd5d822,3,325,211,397,266
01d83fe7947d92a3,1,528,128,601,182
01da3ae0a5d0ba51,1,43,92,107,129
01da3ae0a5d0ba51,2,357,175,446,231
01da3ae0a5d0ba51,3,256,72,299,102
01db4e385f1d5627,1,152,103,235,164
01dce908cfce7cb8,1,125,325,242,403
01dce908cfce7cb8,2,377,283,507,367
01dcfb641a93f31c,1,57,77,89,97
01dcfb641a93f31c,2,379,137,435,178
01dd21053307de4c,1,289,196,489,330
01dd21053307de4c,2,162,429,192,447
01dd6c025c5a2696,1,386,184,462,242
01dd6c025c5a2696,2,203,129,282,185
01dd6c025c5a2696,3,41,169,114,207
01dd6c025c5a2696,4,548,181,627,232
01dd6c025c5a2696,5,690,207,742,241
01de1dddf0f33304,1,428,61,467,91
01de1dddf0f33304,2,164,57,186,75
01de1dddf0f33304,3,206,168,250,202
01de21dcb1f4d2cb,1,173,232,347,378
01de21dcb1f4d2cb,2,396,196,598,351
01de58bdb0552686,1,586,249,676,308
01de58bdb0552686,2,263,254,343,301
01e0516a18c0db82,1,607,207,671,253
01e0516a18c0db82,2,601,85,639,107
01e0516a18c0db82,3,293,52,326,79
01e0516a18c0db82,4,135,221,201,259
01e0516a18c0db82,5,246,83,280,103
01e0516a18c0db82,6,562,152,614,186
01e0516a18c0db82,7,450,40,478,60
01e0516a18c0db82,8,529,161,570,185
01e0516a18c0db82,9,565,52,597,78
01e0516a18c0db82,10,233,137,276,165
01e0cdfc039d2a85,1,286,245,350,284
01e0cdfc039d2a85,2,451,216,507,250
01e0cdfc039d2a85,3,380,191,446,228
01e111af7ab11624,1,349,248,384,269
01e13c9eb777f644,1,143,219,232,271
01e17bcf1d5a61f7,1,195,292,265,342
01e17bcf1d5a61f7,2,481,258,539,302
01e17bcf1d5a61f7,3,327,253,404,310
01e17bcf1d5a61f7,4,550,246,617,291
01e17bcf1d5a61f7,5,123,246,182,284
01e180f98fee93e9,1,264,94,317,132
01e1a3135b3cfc1a,1,88,179,125,203
01e1a3135b3cfc1a,2,0,164,53,202
01e22560ee016a58,1,433,301,518,357
01e22560ee016a58,2,268,146,363,221
01e40122440ec893,1,227,163,313,217
01e40122440ec893,2,678,173,700,188
01e40122440ec893,3,435,257,460,276
01e40cac1342ab5d,1,309,139,363,172
01e40cac1342ab5d,2,468,627,693,800
01e40cac1342ab5d,3,10,170,57,209
01e40cac1342ab5d,4,558,187,662,289
01e58def86f7eb16,1,458,142,524,182
01e58def86f7eb16,2,248,113,317,164
01e5901f1d731dd7,1,332,152,381,183
01e5901f1d731dd7,2,216,132,263,164
01e5901f1d731dd7,3,459,125,525,176
01e5901f1d731dd7,4,603,132,674,181
01e5901f1d731dd7,5,128,112,198,163
01e6801ceff04c4c,1,330,157,451,240
01e71ee0cdd6b1c8,1,129,257,243,338
01e71ee0cdd6b1c8,2,523,138,615,176
01e7a6fd9914a214,1,171,364,428,565
01e7cb871f08cad8,1,243,180,311,225
01e7cb871f08cad8,2,429,128,521,188
01e7cf9e08507995,1,492,202,527,223
01e7cf9e08507995,2,400,228,419,239
01e7cf9e08507995,3,45,146,90,166
01e8c88141869590,1,242,334,414,460
01e9caecc46c675d,1,552,254,640,309
01ea998aa50f3122,1,165,309,346,414
01ec501ebb944801,1,449,282,690,466
01ec501ebb944801,2,132,394,306,487
01ecc81f6341e902,1,615,260,747,346
01edff120283a589,1,148,267,375,453
01ef994dfa7c5b17,1,379,304,448,347
01ef994dfa7c5b17,2,121,283,194,335
01ef994dfa7c5b17,3,258,318,328,371
01efacbb16a9217c,1,322,296,439,370
01f009a4c33fb329,1,293,245,432,330
01f1f23d18b6b6e2,1,125,367,174,397
01f1f23d18b6b6e2,2,297,164,349,196
01f1f23d18b6b6e2,3,480,150,524,178
01f1f23d18b6b6e2,4,685,153,728,184
01f22aa4be987c01,1,385,136,551,300
01f28d10dbd3f314,1,270,175,349,252
01f28d10dbd3f314,2,596,175,700,242
01f2aeed636b9970,1,312,203,354,232
01f2aeed636b9970,2,606,212,651,250
01f2aeed636b9970,3,528,213,567,240
01f2aeed636b9970,4,423,203,460,240
01f2aeed636b9970,5,208,150,261,191
01f328935f46abf0,1,363,285,498,369
01f328935f46abf0,2,236,293,362,366
01f370d0b4c36196,1,125,453,284,556
01f37f9a2a897d15,1,126,314,242,391
01f37f9a2a897d15,2,217,217,332,289
01f37f9a2a897d15,3,340,213,463,300
01f37f9a2a897d15,4,32,128,79,158
01f3a837c0f03f0a,1,346,232,423,288
01f3a837c0f03f0a,2,112,269,182,313
01f3a837c0f03f0a,3,621,286,709,335
01f467fda53e17e3,1,454,225,510,265
01f575f60b20f018,1,504,157,533,178
01f5ac5f68856727,1,600,163,644,194
01f5ac5f68856727,2,264,143,304,171
01f5ac5f68856727,3,486,171,528,196
01f5ac5f68856727,4,128,193,171,223
01f5ac5f68856727,5,350,166,394,198
01f5e13c92c3e67a,1,402,176,489,235
01f5e13c92c3e67a,2,683,222,750,266
01f5e13c92c3e67a,3,283,169,371,230
01f5e802375a7d23,1,389,281,429,303
01f6355483fc0537,1,157,261,355,408
01f68ea430074e69,1,325,169,448,266
01f68ea430074e69,2,96,170,224,249
01f68ea430074e69,3,608,262,728,339
01f6e6bc67a4b7c4,1,580,176,659,235
01f70ab65b24d25a,1,184,304,413,456
01f727a5b234f98d,1,328,167,401,217
01f727a5b234f98d,2,211,189,283,240
01f727a5b234f98d,3,432,183,507,239
01f7cf7928e043ce,1,288,296,473,417
01f7cf7928e043ce,2,485,307,676,428
01f8535c76c72bee,1,268,247,350,296
01f8535c76c72bee,2,359,220,419,263
01f8836bb430d3f2,1,223,225,380,339
01f8836bb430d3f2,2,376,253,518,361
01f8c0b1954abded,1,71,140,267,333
01f9455607713329,1,207,319,498,513
01f9ccd2b39a6f43,1,598,116,672,165
01f9ccd2b39a6f43,2,43,390,110,436
01fa92a1b8765f37,1,599,390,623,406
01fa92a1b8765f37,2,265,254,414,376
01fa92a1b8765f37,3,731,346,755,364
01fa92a1b8765f37,4,111,393,139,412
01fa92a1b8765f37,5,572,371,603,390
01fadda258dc7fb7,1,233,260,379,343
01fbd133102a2985,1,171,397,272,483
01fbd133102a2985,2,385,482,435,509
01fc5d61b9f2e106,1,339,122,372,149
01fc5d61b9f2e106,2,205,85,270,130
01fccb7719d188b7,1,264,235,339,289
01fd3281a16bc9d1,1,166,165,229,203
01fd6380611483b8,1,460,289,564,357
01fd6380611483b8,2,353,213,445,283
01fd6380611483b8,3,118,214,235,278
01fe6cbf0b027cce,1,518,99,584,142
01fe6cbf0b027cce,2,318,142,394,190
01ff4ead0a14160e,1,174,461,203,479
01ff4ead0a14160e,2,66,465,96,491
020049661b090e81,1,198,354,327,423
02006fe2dd1007d1,1,231,283,319,346
02015ba7339ed7b6,1,421,285,575,400
02015ba7339ed7b6,2,187,233,368,344
020187f9b80253a0,1,122,412,208,467
020187f9b80253a0,2,328,375,410,430
020210f318670e65,1,714,247,784,289
020210f318670e65,2,313,207,375,245
020210f318670e65,3,398,223,461,265
020253a430a408b3,1,254,174,295,199
020253a430a408b3,2,673,139,719,165
020253a430a408b3,3,90,186,132,212
020253a430a408b3,4,486,165,534,200
0202bc3963ee5c20,1,201,196,387,343
02031b6c810a836e,1,292,239,503,389
0203499ad76d6dce,1,361,134,464,201
0205722fc4807aa4,1,85,121,173,182
020768a01232cb61,1,372,200,535,303
020848a42d601392,1,185,408,561,698
0209523276723235,1,432,140,560,231
0209523276723235,2,292,232,400,309
020a251137aec9e6,1,192,221,322,320
020a7ed61c9374b6,1,606,139,678,184
020a7ed61c9374b6,2,562,204,598,228
020a7ed61c9374b6,3,69,179,166,239
020c7ff88c6a3df2,1,684,183,769,230
020c7ff88c6a3df2,2,100,168,189,227
020c7ff88c6a3df2,3,399,201,494,263
020cb04ae6b9a8ab,1,196,146,250,180
020dc65baa0452d4,1,135,200,211,246
020dc65baa0452d4,2,554,183,634,235
020ddfcaefa24ab8,1,207,317,325,399
020e624e3e765df4,1,457,358,521,397
020e624e3e765df4,2,606,293,685,346
020e624e3e765df4,3,115,334,175,371
020e9c687cae2531,1,327,182,525,318
020f94bfd03d2f42,1,342,148,480,238
020fb523136ee375,1,208,275,332,374
0211e69a0bbb56f0,1,185,146,335,246
0212cc17432b1a36,1,581,159,653,213
0212cc17432b1a36,2,178,108,235,150
0212cc17432b1a36,3,403,189,478,236
0212cc17432b1a36,4,275,159,336,203
021300f3cb36e682,1,375,238,448,304
021300f3cb36e682,2,277,207,345,252
02141d3587feb784,1,632,307,732,369
02141d3587feb784,2,367,339,464,401
02141d3587feb784,3,103,322,203,382
02157d13172e653e,1,523,174,622,245
02173feb65039ace,1,181,450,341,564
02173feb65039ace,2,466,214,680,347
0217c5222e086ab5,1,202,393,577,646
02197cee8f8381b8,1,167,164,221,196
02197cee8f8381b8,2,575,111,640,157
021982bff2b41367,1,546,235,589,262
021982bff2b41367,2,433,101,475,130
0219f148382d8fb3,1,332,202,378,232
0219f148382d8fb3,2,489,146,537,182
021a361f846107b9,1,468,217,607,310
021a361f846107b9,2,206,334,313,400
021acaca32e0bf08,1,175,311,399,482
021b09b3214f8752,1,179,242,234,285
021b208b9e1eeacb,1,319,245,411,315
021b208b9e1eeacb,2,26,277,107,331
021be203e1386d3a,1,8,496,119,578
021bf9af95f4c457,1,585,264,619,288
021bf9af95f4c457,2,472,264,503,285
021bf9af95f4c457,3,421,238,460,267
021bf9af95f4c457,4,314,360,353,382
021bf9af95f4c457,5,207,260,242,282
021cdcb6c4cc8935,1,601,321,632,342
021cdcb6c4cc8935,2,130,153,199,200
021da3bda6ecab94,1,189,244,271,296
021df4156b6db7b5,1,332,195,530,320
021e213b3b2aaef2,1,411,252,565,352
021e97088c3916a8,1,207,307,331,417
021e97088c3916a8,2,502,376,614,470
021e97088c3916a8,3,347,387,456,457
022165c512de7be4,1,398,196,490,259
0221bf7cc647df58,1,361,285,431,340
0221bf7cc647df58,2,225,243,292,307
0221bf7cc647df58,3,237,462,318,519
0221bf7cc647df58,4,107,231,173,285
02237c7e94db3432,1,300,304,596,467
0223eb92094c8a18,1,455,146,532,195
0223eb92094c8a18,2,243,146,327,193
0223eb92094c8a18,3,105,487,157,525
0226208568ff6550,1,428,308,465,338
0226208568ff6550,2,226,334,264,357
0226208568ff6550,3,367,281,412,311
0226c58a0ebb5a44,1,10,164,67,203
0226c58a0ebb5a44,2,257,110,321,168
0226c58a0ebb5a44,3,386,168,433,203
022707e117656039,1,375,207,432,239
02286fdbcdf452e0,1,266,184,564,417
0228f123dbc19a06,1,185,246,235,277
0228f123dbc19a06,2,376,178,430,218
022907f8da6ed569,1,400,189,482,240
02291ca49df995f6,1,189,273,250,311
02298df2d922fe45,1,194,336,314,424
022992c210d3de85,1,298,139,379,198
022992c210d3de85,2,86,141,182,210
022992c210d3de85,3,635,140,716,188
022992c210d3de85,4,497,196,578,243
022adb7f326e46c3,1,446,317,650,489
022bb647a56ad9a6,1,336,161,378,188
022bb647a56ad9a6,2,613,376,668,414
022cc86723d71ff8,1,128,221,229,285
022cc86723d71ff8,2,314,184,401,245
022cc86723d71ff8,3,496,215,609,287
022f37ef7f00f337,1,245,326,307,365
022f6d114a323c19,1,473,157,523,207
022f6d114a323c19,2,325,152,371,195
022f6d114a323c19,3,196,182,234,210
022f6d114a323c19,4,660,138,693,184
022f6d114a323c19,5,392,178,425,205
022f6d114a323c19,6,87,183,132,217
0230c1ad167d230f,1,131,331,395,520
0231cbaca94e22c2,1,264,139,298,165
0231cbaca94e22c2,2,593,292,627,317
0231cbaca94e22c2,3,355,273,390,299
0231cbaca94e22c2,4,465,267,500,291
0231cbaca94e22c2,5,600,89,632,114
0231cbaca94e22c2,6,436,90,465,114
0231cbaca94e22c2,7,675,99,706,119
0231cbaca94e22c2,8,538,94,572,117
0231cbaca94e22c2,9,162,110,201,135
0231cbaca94e22c2,10,325,96,357,116
0232a2a45568096d,1,302,117,374,162
0232a2a45568096d,2,10,61,80,107
0232a2a45568096d,3,591,114,658,164
0232b5e44b4845c2,1,193,253,378,364
0233c20022306238,1,241,173,347,253
0233c20022306238,2,368,226,450,275
02344716eb5ea314,1,467,127,570,182
0234998d6e868ca7,1,100,172,182,231
0234998d6e868ca7,2,314,245,427,325
0234998d6e868ca7,3,-5,104,61,157
0235ea47ae3c2a4f,1,272,187,398,264
0236523ab6f0288c,1,135,192,428,373
0236638a5edb666a,1,328,88,411,151
0236638a5edb666a,2,510,157,604,225
02367a5174740f32,1,214,167,302,227
02367a5174740f32,2,55,370,135,425
02392314a1580bc6,1,295,299,502,446
023a7f0a3a817bf1,1,300,87,344,115
023a7f0a3a817bf1,2,457,117,510,151
023a7f0a3a817bf1,3,641,82,682,113
023a7f0a3a817bf1,4,150,107,195,136
023b617fe64fa5c6,1,243,210,335,269
023b617fe64fa5c6,2,425,221,518,282
